S.No.,Log File,spark_driver_start_time, state_accept_epoch (s), state_running_time, state_running_epoch (s),Waiting Time (in Seconds),Driver Memory,Executor Memory,Memory Store Capacity,Job Result
485,application_1513303661803_21538_asrd.cp.big.data.services.team.log,1513738623, 17/12/20 02:57:08,1513738628,5, 17/12/20 02:56:59, 15G, 10G, 10.6GB, Job completed successfully
486,application_1513303661803_25144_asrd.cp.big.data.services.team.log,1513822041, 17/12/21 02:07:27,1513822047,6, 17/12/21 02:07:16, 12g, 12480M, 8.4GB, Job completed successfully
487,application_1513303661803_18661_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
488,application_1513303661803_22719_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
489,application_1513303661803_18591_asrd.cp.big.data.services.team.log,1513645273, 17/12/19 01:01:18,1513645278,5, 17/12/19 01:01:07, 12g, 6144M, 8.4GB, Job failed
490,application_1513303661803_23890_asrd.cp.big.data.services.team.log,1513791874, 17/12/20 17:44:39,1513791879,5, 17/12/20 17:44:31, 12g, 6144M, 8.4GB, Job completed successfully
491,application_1513303661803_19370_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
492,application_1513303661803_25313_asrd.cp.big.data.services.team.log,1513825546, 17/12/21 03:05:51,1513825551,5, 17/12/21 03:05:42, 12g, 12480M, 8.4GB, Job completed successfully
493,application_1513303661803_22107_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
494,application_1513303661803_21125_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
495,application_1513303661803_21294_asrd.cp.big.data.services.team.log,1513733478, 17/12/20 01:31:44,1513733504,26, 17/12/20 01:31:14, 15G, 6144M, 10.6GB, Job completed successfully
496,application_1513303661803_25812_asrd.cp.big.data.services.team.log,1513850454, 17/12/21 10:00:59,1513850459,5, 17/12/21 10:00:51, 512M, 512M, 143.6MB, Job completed successfully
497,application_1513303661803_25320_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA
498,application_1513303661803_18806_asrd.cp.big.data.services.team.log,1513649069, 17/12/19 02:04:34,1513649074,5, 17/12/19 02:04:25, 12g, 6144M, 8.4GB, Job completed successfully
499,application_1513303661803_24351_asrd.cp.big.data.services.team.log,1513798602, 17/12/20 19:36:47,1513798607,5, 17/12/20 19:36:38, 12g, 6144M, 8.4GB, Job completed successfully
500,application_1513303661803_22541_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1247.6MB, NA
501,application_1513303661803_24430_sai.medikonda.log,1513801166, 17/12/20 20:19:31,1513801171,5, 17/12/20 20:19:21, 12g, 6144M, 8.4GB, Job failed
502,application_1513303661803_21886_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
503,application_1513303661803_18940_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 14.2GB, NA
504,application_1513303661803_18596_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA
505,application_1513303661803_24185_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
506,application_1513303661803_20059_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 5.5GB, NA
507,application_1513303661803_23066_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
508,application_1513303661803_19349_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
509,application_1513303661803_21897_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA
510,application_1513303661803_20474_asrd.cp.big.data.services.team.log,1513711640, 17/12/19 19:27:40,1513711660,20, 17/12/19 19:27:16, 3G, 10G, 1983.0MB, Job completed successfully
511,application_1513303661803_20861_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
512,application_1513303661803_23386_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
513,application_1513303661803_25799_asrd.cp.big.data.services.team.log,1513847143, 17/12/21 09:05:49,1513847149,6, 17/12/21 09:05:39, 5G, 8G, 3.4GB, Job failed
514,application_1513303661803_21840_asrd.cp.big.data.services.team.log,1513745491, 17/12/20 04:51:36,1513745496,5, 17/12/20 04:51:27, 12g, 10G, 8.4GB, Job failed
515,application_1513303661803_18546_asrd.cp.big.data.services.team.log,1513644428, 17/12/19 00:47:13,1513644433,5, 17/12/19 00:47:02, 12g, 6144M, 8.4GB, Job completed successfully
516,application_1513303661803_19369_asrd.cp.big.data.services.team.log,1513663286, 17/12/19 06:01:31,1513663291,5, 17/12/19 06:01:22, 6G, 3G, 4.1GB, Job completed successfully
517,application_1513303661803_17960_asrd.cp.big.data.services.team.log,1513637424, 17/12/18 22:50:29,1513637429,5, 17/12/18 22:50:19, 12g, 10G, 8.4GB, Job completed successfully
518,application_1513303661803_21751_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 8.4GB, NA
519,application_1513303661803_24475_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
520,application_1513303661803_19328_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.8GB, NA
521,application_1513303661803_18152_asrd.cp.big.data.services.team.log,1513641711, 17/12/19 00:01:57,1513641717,6, 17/12/19 00:01:45, 6G, 3G, 4.1GB, Job completed successfully
522,application_1513303661803_25683_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
523,application_1513303661803_18832_asrd.cp.big.data.services.team.log,1513649665, 17/12/19 02:14:31,1513649671,6, 17/12/19 02:14:18, 12g, 6144M, 8.4GB, Job completed successfully
524,application_1513303661803_20926_asrd.cp.big.data.services.team.log,1513729248, 17/12/20 00:20:53,1513729253,5, 17/12/20 00:20:44, 6G, 4G, 4.1GB, Job completed successfully
525,application_1513303661803_22299_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
526,application_1513303661803_19175_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
527,application_1513303661803_21450_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
528,application_1513303661803_19572_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
529,application_1513303661803_20658_asrd.cp.big.data.services.team.log,1513720849, 17/12/19 22:00:54,1513720854,5, 17/12/19 22:00:46, 512M, 512M, 143.6MB, Job completed successfully
530,application_1513303661803_21240_asrd.cp.big.data.services.team.log,1513732009, 17/12/20 01:06:54,1513732014,5, 17/12/20 01:06:45, 20G, 10G, 14.2GB, Job completed successfully
531,application_1513303661803_23564_asrd.cp.big.data.services.team.log,1513787873, 17/12/20 16:37:58,1513787878,5, 17/12/20 16:37:49, 12g, 6144M, 8.4GB, Job completed successfully
532,application_1513303661803_19742_asrd.cp.big.data.services.team.log,1513692294, 17/12/19 14:04:59,1513692299,5, 17/12/19 14:04:51, 18G, 22G, 12.7GB, Job completed successfully
533,application_1513303661803_22239_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
534,application_1513303661803_18652_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
535,application_1513303661803_21024_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
536,application_1513303661803_20076_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
537,application_1513303661803_25099_asrd.cp.big.data.services.team.log,1513821687, 17/12/21 02:01:33,1513821693,6, 17/12/21 02:01:23, 6G, 3G, 4.1GB, Job completed successfully
538,application_1513303661803_19628_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
539,application_1513303661803_24866_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA
540,application_1513303661803_23556_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
541,application_1513303661803_20584_asrd.cp.big.data.services.team.log,1513716078, 17/12/19 20:41:23,1513716083,5, 17/12/19 20:41:15, 12G, 12G, 8.4GB, Job completed successfully
542,application_1513303661803_24257_asrd.cp.big.data.services.team.log,1513796503, 17/12/20 19:01:59,1513796519,16, 17/12/20 19:01:38, 12G, 16G, 8.4GB, Job completed successfully
543,application_1513303661803_26144_asrd.cp.big.data.services.team.log,1513869678, 17/12/21 15:21:25,1513869685,7, 17/12/21 15:21:15, 12g, 10G, 8.4GB, Job completed successfully
544,application_1513303661803_20409_asrd.cp.big.data.services.team.log,1513710102, 17/12/19 19:01:47,1513710107,5, 17/12/19 19:01:37, 12G, 16G, 8.4GB, Job completed successfully
545,application_1513303661803_23451_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
546,application_1513303661803_23684_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
547,application_1513303661803_23723_asrd.cp.big.data.services.team.log,1513789693, 17/12/20 17:08:18,1513789698,5, 17/12/20 17:08:10, 12g, 6144M, 8.4GB, Job completed successfully
548,application_1513303661803_18230_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
549,application_1513303661803_19162_asrd.cp.big.data.services.team.log,1513653988, 17/12/19 03:27:36,1513654056,68, 17/12/19 03:26:23, 5G, 5G, 3.4GB, Job completed successfully
550,application_1513303661803_20415_asrd.cp.big.data.services.team.log,1513710115, 17/12/19 19:02:00,1513710120,5, 17/12/19 19:01:51, 12g, 10G, 8.4GB, Job completed successfully
551,application_1513303661803_21563_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
552,application_1513303661803_20618_asrd.cp.big.data.services.team.log,1513717277, 17/12/19 21:01:23,1513717283,6, 17/12/19 21:01:12, 512M, 512M, 143.6MB, Job completed successfully
553,application_1513303661803_21766_asrd.cp.big.data.services.team.log,1513742479, 17/12/20 04:01:25,1513742485,6, 17/12/20 04:01:14, 6G, 3G, 4.1GB, Job completed successfully
554,application_1513303661803_28114_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
555,application_1513303661803_22128_asrd.cp.big.data.services.team.log,1513749974, 17/12/20 06:06:19,1513749979,5, 17/12/20 06:06:09, 12g, 6144M, 8.4GB, Job completed successfully
556,application_1513303661803_22982_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA
557,application_1513303661803_25152_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA
558,application_1513303661803_24544_asrd.cp.big.data.services.team.log,1513814478, 17/12/21 00:01:25,1513814485,7, 17/12/21 00:01:12, 512M, 512M, 143.6MB, Job completed successfully
559,application_1513303661803_25081_asrd.cp.big.data.services.team.log,1513821653, 17/12/21 02:00:58,1513821658,5, 17/12/21 02:00:50, 512M, 512M, 143.6MB, Job completed successfully
560,application_1513303661803_24500_asrd.cp.big.data.services.team.log,1513810856, 17/12/20 23:01:02,1513810862,6, 17/12/20 23:00:52, 12g, 3G, 8.4GB, Job completed successfully
561,application_1513303661803_26754_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
562,application_1513303661803_20440_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA
563,application_1513303661803_19577_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA
564,application_1513303661803_23013_asrd.cp.big.data.services.team.log,1513781419, 17/12/20 14:52:36,1513781556,137, 17/12/20 14:50:15, 12G, 20G, 8.4GB, Job completed successfully
565,application_1513303661803_26155_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA
566,application_1513303661803_19666_asrd.cp.big.data.services.team.log,1513688508, 17/12/19 13:01:56,1513688516,8, 17/12/19 13:01:41, 6G, 3G, 4.1GB, Job completed successfully
567,application_1513303661803_24447_asrd.cp.big.data.services.team.log,1513803669, 17/12/20 21:01:14,1513803674,5, 17/12/20 21:01:05, 512M, 512M, 143.6MB, Job completed successfully
568,application_1513303661803_19811_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
569,application_1513303661803_25792_asrd.cp.big.data.services.team.log,1513846974, 17/12/21 09:03:00,1513846980,6, 17/12/21 09:02:50, 12g, 6144M, 8.4GB, Job completed successfully
570,application_1513303661803_20487_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
571,application_1513303661803_20140_asrd.cp.big.data.services.team.log,1513702133, 17/12/19 16:48:58,1513702138,5, 17/12/19 16:48:49, 8G, 10G, 5.5GB, Job completed successfully
572,application_1513303661803_21618_asrd.cp.big.data.services.team.log,1513739414, 17/12/20 03:10:18,1513739418,4, 17/12/20 03:10:08, 12g, 10G, 8.4GB, Job completed successfully
573,application_1513303661803_20186_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA
574,application_1513303661803_24314_asrd.cp.big.data.services.team.log,1513797180, 17/12/20 19:15:18,1513797318,138, 17/12/20 19:12:55, 12g, 6144M, 8.4GB, Job completed successfully
575,application_1513303661803_23773_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
576,application_1513303661803_18540_asrd.cp.big.data.services.team.log,1513644412, 17/12/19 00:47:00,1513644420,8, 17/12/19 00:46:47, 12g, 6144M, 8.4GB, Job completed successfully
577,application_1513303661803_22761_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
578,application_1513303661803_20270_asrd.cp.big.data.services.team.log,1513705132, 17/12/19 17:38:57,1513705137,5, 17/12/19 17:38:47, 2G, 10G, 1247.6MB, Job completed successfully
579,application_1513303661803_22877_asrd.cp.big.data.services.team.log,1513778511, 17/12/20 14:01:58,1513778518,7, 17/12/20 14:01:46, 20G, 1G, 14.2GB, Job completed successfully
580,application_1513303661803_21093_asrd.cp.big.data.services.team.log,1513730495, 17/12/20 00:41:40,1513730500,5, 17/12/20 00:41:31, 12g, 1G, 8.4GB, Job completed successfully
581,application_1513303661803_22816_asrd.cp.big.data.services.team.log,1513775082, 17/12/20 13:04:47,1513775087,5, 17/12/20 13:04:37, 12g, 6144M, 8.4GB, Job completed successfully
582,application_1513303661803_25068_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
583,application_1513303661803_28060_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA
584,application_1513303661803_20951_asrd.cp.big.data.services.team.log,1513729882, 17/12/20 00:31:28,1513729888,6, 17/12/20 00:31:18, 12g, 12480M, 8.4GB, Job completed successfully
585,application_1513303661803_21515_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA
586,application_1513303661803_19443_asrd.cp.big.data.services.team.log,1513670456, 17/12/19 08:01:01,1513670461,5, 17/12/19 08:00:51, 12g, 3G, 8.4GB, Job completed successfully
587,application_1513303661803_20281_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 8.4GB, NA
588,application_1513303661803_19392_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1247.6MB, NA
589,application_1513303661803_24803_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
590,application_1513303661803_18966_asrd.cp.big.data.services.team.log,1513650379, 17/12/19 02:28:55,1513650535,156, 17/12/19 02:26:15, 12g, 4G, 8.4GB, Job completed successfully
591,application_1513303661803_24203_asrd.cp.big.data.services.team.log,1513795990, 17/12/20 18:53:15,1513795995,5, 17/12/20 18:53:07, 12g, 6144M, 8.4GB, Job completed successfully
592,application_1513303661803_19587_asrd.cp.big.data.services.team.log,1513678450, 17/12/19 10:14:15,1513678455,5, 17/12/19 10:14:04, 10G, 10G, 7.0GB, Job completed successfully
593,application_1513303661803_21601_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA
594,application_1513303661803_24694_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
595,application_1513303661803_23810_asrd.cp.big.data.services.team.log,1513790629, 17/12/20 17:23:55,1513790635,6, 17/12/20 17:23:46, 12g, 6144M, 8.4GB, Job completed successfully
596,application_1513303661803_21794_asrd.cp.big.data.services.team.log,1513742808, 17/12/20 04:07:04,1513742824,16, 17/12/20 04:06:44, 12g, 6144M, 8.4GB, Job completed successfully
597,application_1513303661803_22305_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
598,application_1513303661803_25909_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA
599,application_1513303661803_25749_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA
600,application_1513303661803_25416_asrd.cp.big.data.services.team.log,1513826235, 17/12/21 03:17:23,1513826243,8, 17/12/21 03:17:11, 10G, 5G, 7.0GB, Job completed successfully
601,application_1513303661803_18590_asrd.cp.big.data.services.team.log,1513645257, 17/12/19 01:01:09,1513645269,12, 17/12/19 01:00:50, 12g, 3G, 8.4GB, Job completed successfully
602,application_1513303661803_22724_asrd.cp.big.data.services.team.log,1513769066, 17/12/20 11:24:31,1513769071,5, 17/12/20 11:24:21, 15G, 10G, 10.6GB, Job completed successfully
603,application_1513303661803_21121_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA
604,application_1513303661803_23931_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
605,application_1513303661803_23844_asrd.cp.big.data.services.team.log,1513791095, 17/12/20 17:31:41,1513791101,6, 17/12/20 17:31:32, 12g, 6144M, 8.4GB, Job completed successfully
606,application_1513303661803_22052_asrd.cp.big.data.services.team.log,1513749309, 17/12/20 05:55:14,1513749314,5, 17/12/20 05:55:06, 12g, 6144M, 8.4GB, Job completed successfully
607,application_1513303661803_22330_asrd.cp.big.data.services.team.log,1513752795, 17/12/20 06:53:20,1513752800,5, 17/12/20 06:53:12, 12g, 6144M, 8.4GB, Job completed successfully
608,application_1513303661803_19623_asrd.cp.big.data.services.team.log,1513684861, 17/12/19 12:01:05,1513684865,4, 17/12/19 12:00:57, 4G, 4G, 2.7GB, Job completed successfully
609,application_1513303661803_23613_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
610,application_1513303661803_25741_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 3.4GB, NA
611,application_1513303661803_18539_asrd.cp.big.data.services.team.log,1513644402, 17/12/19 00:46:46,1513644406,4, 17/12/19 00:46:38, 12g, 1G, 8.4GB, Job completed successfully
612,application_1513303661803_23880_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
613,application_1513303661803_20041_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
614,application_1513303661803_20887_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA
615,application_1513303661803_22942_asrd.cp.big.data.services.team.log,1513779130, 17/12/20 14:15:28,1513779328,198, 17/12/20 14:11:51, 20G, 10G, 14.2GB, Job completed successfully
616,application_1513303661803_21900_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA
617,application_1513303661803_20015_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 8.4GB, NA
618,application_1513303661803_24565_asrd.cp.big.data.services.team.log,1513814503, 17/12/21 00:01:49,1513814509,6, 17/12/21 00:01:37, 2G, 10G, 1247.6MB, Job failed
619,application_1513303661803_22829_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
620,application_1513303661803_21777_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA
621,application_1513303661803_22290_asrd.cp.big.data.services.team.log,1513752138, 17/12/20 06:42:24,1513752144,6, 17/12/20 06:42:15, 12g, 6144M, 8.4GB, Job completed successfully
622,application_1513303661803_20842_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
623,application_1513303661803_23000_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
624,application_1513303661803_25738_asrd.cp.big.data.services.team.log,1513843367, 17/12/21 08:02:53,1513843373,6, 17/12/21 08:02:43, 12g, 6144M, 8.4GB, Job completed successfully
625,application_1513303661803_24433_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 8.4GB, NA
626,application_1513303661803_21249_asrd.cp.big.data.services.team.log,1513732161, 17/12/20 01:09:26,1513732166,5, 17/12/20 01:09:16, 10G, 10G, 7.0GB, Job completed successfully
627,application_1513303661803_21550_asrd.cp.big.data.services.team.log,1513738853, 17/12/20 03:01:06,1513738866,13, 17/12/20 03:00:49, 12g, 3G, 8.4GB, Job completed successfully
628,application_1513303661803_22134_asrd.cp.big.data.services.team.log,1513750080, 17/12/20 06:08:06,1513750086,6, 17/12/20 06:07:57, 12g, 6144M, 8.4GB, Job failed
629,application_1513303661803_18700_asrd.cp.big.data.services.team.log,1513646172, 17/12/19 01:16:17,1513646177,5, 17/12/19 01:16:07, 12g, 10G, 8.4GB, Job completed successfully
630,application_1513303661803_21204_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA
631,application_1513303661803_22791_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
632,application_1513303661803_19510_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA
633,application_1513303661803_20547_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
634,application_1513303661803_22613_asrd.cp.big.data.services.team.log,1513764067, 17/12/20 10:01:13,1513764073,6, 17/12/20 10:01:03, 15G, 6144M, 10.6GB, Job completed successfully
635,application_1513303661803_25341_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA
636,application_1513303661803_23246_asrd.cp.big.data.services.team.log,1513785042, 17/12/20 15:50:47,1513785047,5, 17/12/20 15:50:37, 2G, 10G, 1247.6MB, Job completed successfully
637,application_1513303661803_22830_asrd.cp.big.data.services.team.log,1513777140, 17/12/20 13:39:05,1513777145,5, 17/12/20 13:38:56, 1G, 1G, 511.5MB, Job completed successfully
638,application_1513303661803_19642_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
639,application_1513303661803_20870_asrd.cp.big.data.services.team.log,1513728960, 17/12/20 00:16:05,1513728965,5, 17/12/20 00:15:56, 12g, 1G, 8.4GB, Job completed successfully
640,application_1513303661803_22216_asrd.cp.big.data.services.team.log,1513751152, 17/12/20 06:25:57,1513751157,5, 17/12/20 06:25:48, 15G, 10G, 10.6GB, Job completed successfully
641,application_1513303661803_28280_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA
642,application_1513303661803_19793_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 3.4GB, NA
643,application_1513303661803_20163_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA
644,application_1513303661803_19117_asrd.cp.big.data.services.team.log,1513653615, 17/12/19 03:20:20,1513653620,5, 17/12/19 03:20:11, 12g, 8G, 8.4GB, Job completed successfully
645,application_1513303661803_23634_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
646,application_1513303661803_22187_asrd.cp.big.data.services.team.log,1513750700, 17/12/20 06:18:27,1513750707,7, 17/12/20 06:18:17, 12g, 6144M, 8.4GB, Job completed successfully
647,application_1513303661803_21792_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.7GB, NA
648,application_1513303661803_21258_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
649,application_1513303661803_19182_asrd.cp.big.data.services.team.log,1513654476, 17/12/19 03:34:50,1513654490,14, 17/12/19 03:34:32, 10G, 13G, 7.0GB, Job completed successfully
650,application_1513303661803_19072_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
651,application_1513303661803_25328_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA
652,application_1513303661803_19348_asrd.cp.big.data.services.team.log,1513661772, 17/12/19 05:36:17,1513661777,5, 17/12/19 05:36:08, 20G, 10G, 14.2GB, Job completed successfully
653,application_1513303661803_18847_asrd.cp.big.data.services.team.log,1513649679, 17/12/19 02:15:18,1513649718,39, 17/12/19 02:14:35, 12g, 6144M, 8.4GB, Job completed successfully
654,application_1513303661803_24510_asrd.cp.big.data.services.team.log,1513810882, 17/12/20 23:01:27,1513810887,5, 17/12/20 23:01:18, 12g, 3G, 8.4GB, Job completed successfully
655,application_1513303661803_19308_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
656,application_1513303661803_20694_asrd.cp.big.data.services.team.log,1513722727, 17/12/19 22:32:12,1513722732,5, 17/12/19 22:32:02, 15G, 6144M, 10.6GB, Job completed successfully
657,application_1513303661803_21712_asrd.cp.big.data.services.team.log,1513740222, 17/12/20 03:25:42,1513740342,120, 17/12/20 03:23:38, 20G, 10G, 14.2GB, Job completed successfully
658,application_1513303661803_24530_asrd.cp.big.data.services.team.log,1513812525, 17/12/20 23:28:50,1513812530,5, 17/12/20 23:28:41, 15G, 10G, 10.6GB, Job completed successfully
659,application_1513303661803_23110_asrd.cp.big.data.services.team.log,1513783538, 17/12/20 15:25:59,1513783559,21, 17/12/20 15:25:34, 12g, 6144M, 8.4GB, Job completed successfully
660,application_1513303661803_23306_asrd.cp.big.data.services.team.log,1513785623, 17/12/20 16:00:29,1513785629,6, 17/12/20 16:00:19, 12g, 10G, 8.4GB, Job completed successfully
661,application_1513303661803_23879_asrd.cp.big.data.services.team.log,1513791575, 17/12/20 17:39:42,1513791582,7, 17/12/20 17:39:32, 12g, 6144M, 8.4GB, Job completed successfully
662,application_1513303661803_21364_asrd.cp.big.data.services.team.log,1513735470, 17/12/20 02:04:35,1513735475,5, 17/12/20 02:04:25, 12g, 6144M, 8.4GB, Job completed successfully
663,application_1513303661803_20387_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
664,application_1513303661803_20504_asrd.cp.big.data.services.team.log,1513713298, 17/12/19 19:55:03,1513713303,5, 17/12/19 19:54:54, 10G, 10G, 7.0GB, Job completed successfully
665,application_1513303661803_24275_asrd.cp.big.data.services.team.log,1513796612, 17/12/20 19:04:50,1513796690,78, 17/12/20 19:03:29, 12g, 10G, 8.4GB, Job completed successfully
666,application_1513303661803_20083_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
