Log File,state_accept_epoch,state_running_time,state_running_epoch,waiting_time_to_run,spark_driver_start_time,spark_driver_start_time_epoch,spark_driver_memory,spark_executor_memory,memoryStore_capacity,job_result,job_successfully_completed_at_time,job_successfully_completed_at_time_epoch,job_failed_at_time,job_failed_at_time_epoch,waiting_time_to_accept,successful_job_completion_time,failed_job_completion_time
application_1513303661803_22518_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18638_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23263_asrd.cp.big.data.services.team.log,1513785202, 17/12/20 15:53:30,1513785210,8, 17/12/20 15:53:18,1513785198, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 15:59:38,1513785578, NA, NA,4,368, NA
application_1513303661803_22607_asrd.cp.big.data.services.team.log,1513764064, 17/12/20 10:01:09,1513764069,5, 17/12/20 10:00:59,1513764059, 12g, 3G, 8.4GB, Job completed successfully, 17/12/20 10:01:40,1513764100, NA, NA,5,31, NA
application_1513303661803_21436_asrd.cp.big.data.services.team.log,1513736055, 17/12/20 02:14:27,1513736067,12, 17/12/20 02:14:09,1513736049, 12g, 4G, 8.4GB, Job completed successfully, 17/12/20 02:23:52,1513736632, NA, NA,6,565, NA
application_1513303661803_19661_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19705_asrd.cp.big.data.services.team.log,1513692069, 17/12/19 14:01:15,1513692075,6, 17/12/19 14:01:05,1513692065, 20G, 1G, 14.2GB, Job completed successfully, 17/12/19 14:02:13,1513692133, NA, NA,4,58, NA
application_1513303661803_18679_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20540_asrd.cp.big.data.services.team.log,1513713725, 17/12/19 20:02:10,1513713730,5, 17/12/19 20:02:01,1513713721, 12G, 12G, 8.4GB, Job completed successfully, 17/12/19 20:46:58,1513716418, NA, NA,4,2688, NA
application_1513303661803_19787_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20220_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24408_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.8GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19988_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18975_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19479_asrd.cp.big.data.services.team.log,1513674061, 17/12/19 09:01:08,1513674068,7, 17/12/19 09:00:56,1513674056, 512M, 512M, 143.6MB, Job completed successfully, 17/12/19 09:01:29,1513674089, NA, NA,5,21, NA
